start	end	text
605.920	607.920	 Les guardaré un lugar.
607.920	609.920	 Muchas gracias, vecina.
609.920	611.920	 Somos nuevos y no sabemos nada.
611.920	613.920	 Adiós, tío, adiós, tía.
613.920	615.920	 Volveré a comer aquí pronto.
615.920	617.920	 Qué niña tan clotona.
617.920	619.920	 Despídete de los vecinos.
619.920	623.900	 Qué bien.
623.900	625.900	 Ya resolvimos lo de Duoduo.
625.900	627.900	 Ya no hay de qué preocuparse.
627.900	636.660	 Qué suerte.
636.660	638.660	 Kike.
638.660	640.660	 ¿Por qué fuiste a comer a casa de los vecinos?
640.660	642.660	 No vuelvas a entrar así.
642.660	644.660	 Entendido.
644.660	648.380	 Es el gatito.
648.380	650.380	 Siyó el olor de la comida.
650.380	652.380	 Y salió corriendo.
652.380	654.380	 Cuando lo seguí, la puerta estaba abierta.
654.380	656.380	 El tío Kao me invitó a comer.
656.380	658.380	 Y entré.
658.380	660.380	 No vuelvas a hacerlo.
660.380	662.380	 La comida es cara.
662.380	664.380	 Qué vergüenza.
664.380	666.380	 Ir a pedir comida ajena.
666.380	668.380	 Entendido.
668.380	675.890	 Fue la tía Yuegle quien me dio.
675.890	677.890	 Es leche de conejo blanca de la tienda.
679.890	681.890	 Los vecinos son gente generosa.
681.890	690.960	 Esposa, empaca todo.
690.960	692.960	 Debemos volver al pueblo.
692.960	700.020	 Si no, anochecerá.
700.020	702.020	 Volveremos en unos días.
702.020	704.020	 Esta casa ya es nuestra.
704.020	706.020	 No se va a ir a ningún lado.
706.020	708.020	 Está tu nombre en los papeles.
708.020	710.020	 Deja de bromear.
710.020	712.020	 Vámonos ya.
712.020	714.020	 Extraña Duoduo.
714.020	716.020	 ¿Para qué subes a la carreta?
716.020	718.020	 No querías irte pronto.
718.020	720.020	 Hace mucho frío.
720.020	722.020	 Tardaremos horas en llegar.
722.020	724.020	 Me estoy congelando.
724.020	726.020	 Ven.
726.020	728.020	 Vamos al super.
728.020	730.020	 Duerme tranquila en el colchón.
730.020	732.020	 Llevaré duraznos para la niña y mi hermana.
732.020	734.020	 Rápido.
734.020	739.500	 Me congelo.
739.500	742.910	 Cuando estemos solos, verás.
742.910	744.910	 Nadie te escuchará gritar.
744.910	748.450	 Ni por cielo ni por tierra.
748.450	760.780	 Estaré esperando.
760.780	762.780	 Queremos saber si eres esposa.
762.780	764.780	 Quiero estar contigo ahora.
764.780	766.780	 Hace rato tenías plisa.
766.780	768.780	 Y ahora te haces la difícil.
768.780	772.030	 Vámonos, vámonos.
772.030	774.030	 Saldré a la entrada del pueblo.
774.030	776.030	 Que duerma un poco.
776.030	792.210	 Entendido. Apúrate.
792.210	794.210	 Duoduo, llegamos a la entrada.
794.210	796.210	 Cámbiate de ropa.
796.210	798.210	 En el costal hay duraznos.
798.210	800.210	 Y dos pollos con hongos.
800.210	804.990	 ¿Por qué te ríes?
804.990	806.990	 La ropa está mal.
806.990	808.990	 Duoduo, te ves preciosa.
808.990	810.990	 Con falda.
810.990	812.990	 Pero con ropa gruesa.
812.990	814.990	 Pareces un oso panda.
814.990	816.990	 ¿Qué quieres que haga en el invierno del noreste?
816.990	818.990	 La ropa de algodón es necesaria.
818.990	820.990	 Solo la falda estiliza.
820.990	822.990	 Y muestra la figura.
822.990	824.990	 No estoy tan gorda.
824.990	826.990	 Ya vámonos.
826.990	836.700	 Extraña Duoduo, no dormimos juntos ayer.
836.700	838.700	 Qué frío. Menos mal tenemos el súper.
838.700	840.700	 Si no, nos enfermaríamos.
840.700	849.540	 Tía, ¿por qué no llegan papá y mamá?
849.540	851.540	 Quiero mis duraznos.
851.540	855.010	 Ya casi, ya casi.
855.010	857.010	 Espera un poco más.
857.010	859.010	 Ya digarán.
859.010	864.080	 Fueron a la ciudad, Boyd.
864.080	866.080	 Tardarán toda la tarde.
866.080	868.080	 Hace frío.
868.080	870.080	 Quizá duerman en la ciudad.
870.080	872.080	 Mañana con el sol volverán.
872.080	874.080	 No dejen que los niños jueren afuera.
874.080	876.080	 Enfermarán.
876.080	878.080	 No, abuela.
878.080	880.080	 Mamá dijo que volverían, Boyd.
880.080	882.080	 Vamos a ver otra vez.
882.080	898.100	 Sí.
898.100	900.100	 Vamos a mirar.
900.100	902.100	 Qué frío.
902.100	914.180	 Sí.
914.180	916.180	 ¿Por qué no comes, pequeña?
916.180	918.180	 Mira a tu tía.
918.180	920.180	 Qué bien come.
920.180	922.180	 Tus padres están ocupados.
922.180	924.180	 Mañana volverán.
924.180	926.180	 Duerme con la abuela hoy.
926.180	928.180	 Mamá es una mentirosa.
928.180	930.180	 Prometió duraznos.
930.180	932.180	 Y es de noche y no llega.
932.180	934.180	 Mamá es mala.
934.180	936.180	 Cuando vuelvan, no jugaré con ellos.
936.180	938.180	 No jugaré contigo.
938.180	940.180	 No quiero jugar con la tía.
940.180	942.680	 Ha.
942.680	944.680	 Cow, baby.
944.680	946.680	 Otra vez comiéndote los dulces de Dubo.
946.680	948.680	 Déjela ir algunos a la pequeña.
948.680	950.680	 Solo quería comer un poco.
950.680	952.680	 Resulta que te los acabaste todos.
952.680	954.680	 Dubo, ya no juegues con tu tía.
954.680	956.680	 Abuela te preparará leche en un rato.
956.680	958.680	 Sí.
958.680	960.680	 Sí, mamá.
960.680	962.680	 Yo también quiero, pone otra cucharada.
962.680	975.050	 Para que sepa igual que los dulces de leche.
975.050	977.050	 Sí, sí.
977.050	984.710	 Habrá para todas.
984.710	986.710	 Hermano.
987.710	989.710	 Nuestra pequeña Dubo extrañó a mamá.
989.710	992.710	 Sí, te extrañé muchísimo.
992.710	994.710	 Compraron los dulces de leche en Almíbar.
994.710	996.710	 Sí, los compramos.
996.710	998.710	 Lo que le prometía nuestra Dubo.
998.710	1000.710	 ¿Cuándo te ha mentido, mamá?
1000.710	1002.710	 Dubo, siéntate a descansar.
1002.710	1004.710	 Deja que papá y Xiaoyang bajen las cosas.
1004.710	1006.710	 La niña estuvo en la puerta desde la tarde.
1006.710	1008.710	 Salía a mirar a cada rato.
1008.710	1010.710	 Ya casi estiraba el cuello de tanto ver.
1010.710	1012.710	 Mamá, vamos a comer los dulces de leche.
1012.710	1023.770	 Sí, sí.
1023.770	1025.770	 Xiaoyang, ¿qué traen estos costales?
1025.770	1027.770	 Son dos de arroz y dos de harina de trigo.
1027.770	1029.770	 Los conseguí en la ciudad.
1029.770	1031.770	 Acansan para el mes.
1031.770	1033.770	 Luego traeremos más.
1033.770	1048.600	 Muy bien.
1048.600	1050.600	 Les calentaré la comida de inmediato.
1050.600	1052.600	 Yueyue, estuviste fuera todo el día.
1052.600	1054.600	 Seguro te dio frío.
1054.600	1056.600	 Calienta agua y sumerge los pies.
1056.600	1058.600	 En realidad dormí toda la tarde en el super.
1058.600	1060.600	 No pasé nada de frío.
1060.600	1062.600	 Pero mi esposo condujo todo el camino.
1062.600	1064.600	 Él debió haberse congelado.
1064.600	1066.600	 Está tu abrigo.
1066.600	1068.600	 Lo compraste en la ciudad.
1068.600	1070.600	 La ropa vieja de Yueyue era muy delgada.
1070.600	1072.600	 Así que cuando fui a la ciudad,
1072.600	1074.600	 le compré este.
1074.600	1076.600	 Un vendedor ambulante.
1076.600	1078.600	 Es un abrigo muy fino.
1078.600	1080.600	 Muy bonito, ¿verdad?
1080.600	1091.780	 Te haré uno igual en unos días.
1091.780	1093.780	 Ya, hijo, Yueyue.
1093.780	1095.780	 Descansen un poco.
1095.780	1097.780	 Ya está la comida.
1097.780	1099.780	 ¿Qué pasó con la casa?
1099.780	1101.780	 Hicieron el cambio de propietario.
1101.780	1103.780	 Y carbón.
1103.780	1105.780	 Acomodamos y guisamos pollo por la tarde.
1105.780	1107.780	 Les trajimos dos pollos más.
1107.780	1109.780	 Los guisaremos mañana.
1109.780	1111.780	 Tía.
1111.780	1116.980	 Tienes más dulces en el bolsillo para mí.
1116.980	1118.980	 Qué grande estás.
1118.980	1120.980	 Y sigues quitándole los dulces.
1120.980	1122.980	 No es bueno que la niña coma tanta azúcar.
1122.980	1124.980	 Duoduo, linda.
1124.980	1126.980	 Tu tía te ayuda a comerlos.
1126.980	1128.980	 Ja, ja, ja.
1128.980	1130.980	 Deja que los coma tu hermana.
1130.980	1134.680	 Duoduo no debe comer tantos.
1134.680	1136.680	 En el corazón.
1136.680	1138.680	 ¿Quién te hace sentir frío?
1138.680	1140.680	 Pasmado.
1140.680	1151.960	 Y titubeando ante todo.
1151.960	1153.960	 Qué frío.
1153.960	1155.960	 Yo lo hago.
1155.960	1160.420	 Lleva a Duoduo a la habitación.
1160.420	1162.420	 Entren en calor bajo las cobijas.
1162.420	1164.420	 Mejor lo hago yo.
1164.420	1166.420	 Dormí toda la tarde en el súper.
1166.420	1168.420	 Ya me calenté suficiente.
1168.420	1170.420	 Tú manejaste todo el día.
1170.420	1172.420	 Y debes estar helado.
1172.420	1174.420	 Si no me haces caso, verás.
1174.420	1176.420	 Recuerda meter los pies en agua caliente.
1176.420	1178.420	 Ahora, ¿qué haría eso?
1178.420	1180.420	 Iré al súper.
1180.420	1182.420	 Me baño.
1182.420	1184.420	 Y listo.
1184.420	1186.420	 No te preocupes por mí.
1186.420	1198.250	 Ve a ropar a nuestra hija.
1198.250	1200.250	 Quería pedirte algo.
1200.250	1202.250	 Que sacaras sábanas nuevas.
1202.250	1204.250	 Las de casa están viejas y frías.
1204.250	1206.250	 ¿Cómo no?
1206.250	1208.250	 Y vas a verlo.
1208.250	1210.250	 Mira, traje manzanas y plátanos.
1210.250	1212.250	 Para Duoduo y mi hermana.
1212.250	1214.250	 Reste con ellos en la mano.
1214.250	1216.250	 Eso es tener conexión mental.
1216.250	1218.250	 Estábamos destinados a ser esposos.
1220.250	1222.250	 Pasa a mi a Duoduo.
1222.250	1224.250	 Pon una sábanas abajo.
1224.250	1237.260	 Y nos tapamos con la otra.
1237.260	1239.260	 Estamos durmiendo. ¿Por qué traes fruta?
1239.260	1241.260	 El cordero cayó muy pesado.
1241.260	1243.260	 Comamos una manzana cada uno.
1243.260	1245.260	 Y unos plátanos para aliviar.
1245.260	1247.260	 Pruebala.
1247.260	1249.260	 Está muy dulce.
1249.260	1251.260	 ¡Qué rico!
1251.260	1253.260	 Te traeré fruta todos los días en la ciudad.
1253.260	1255.260	 En la ciudad,
1255.260	1257.260	 inscribiremos a Duoduo en la escuela.
1257.260	1259.260	 Si quieres trabajar, te buscaré.
1259.260	1261.260	 Algo ligero en la fábrica.
1261.260	1263.260	 Aunque sugiera esperar al invierno.
1263.260	1265.260	 Hace demasiado frío afuera.
1265.260	1267.260	 Necesitamos otro hijo.
1267.260	1269.260	 Y cuidar la escuela de Duoduo.
1269.260	1271.260	 Y visitar a tus padres en primavera.
1271.260	1273.260	 Este año me quedaré con los niños.
1273.260	1275.260	 Y si llega, otro bebé.
1275.260	1277.260	 El trabajo puede esperar unos años.
1277.260	1279.260	 Hace demasiado frío afuera.
1279.260	1281.260	 No quiero que sufras.
1281.260	1283.260	 Está bien.
1283.260	1285.260	 Lo que tú decidas.
1285.260	1287.260	 Tenemos el súper.
1287.260	1289.260	 No dependemos de un sueldo.
1289.260	1291.260	 Solo encárgate de darme otro bebé.
1291.260	1293.260	 Tú me andas en casa.
1293.260	1295.260	 Te haré caso en todo.
1295.260	1297.260	 Eres mi pequeña tigresa.
1297.260	1299.260	 No, eres mi reina.
1299.260	1301.260	 Tú eres la tigresa.
1301.260	1303.260	 ¿Has visto una tigresa tan bonita?
1303.260	1305.260	 Sí, sí, tienes razón en todo.
1305.260	1316.440	 Mi esposa es la reina más hermosa del mundo.
1316.440	1320.070	 Regresé, Wiwi.
1320.070	1322.070	 Wiwi, ¿por qué regresaste?
1322.070	1324.070	 A tu esposo le volvió la tos.
1324.070	1326.070	 Se acabó la medicina.
1326.070	1328.070	 No, mamá.
1328.070	1330.070	 La medicina funcionó muy bien.
1330.070	1332.070	 Ayer mi esposo regresó del pueblo.
1332.070	1334.070	 Dijo que Xiaoyan es comprador de la fábrica.
1334.070	1336.070	 Vine a verlo.
1336.070	1338.070	 Así es.
1338.070	1340.070	 Tu hermano ha progresado mucho.
1340.070	1342.070	 Además de comprador oficial.
1342.070	1344.070	 Compró una casa en la ciudad.
1344.070	1346.070	 Ya no pasaremos hambre.
1346.070	1348.070	 Yo no puedo comer.
1348.070	1350.070	 Xiaoyan quiso un pollo.
1350.070	1352.070	 No trajiste a mi nieto le...
